open,high,low,close,volume,ema_5_ratio,ema_10_ratio,ema_20_ratio,macd,macd_hist,atr_ratio,rsi_14,volume_ratio,obv,return_1d,return_5d,volatility_20d,date,target_return_5d,target_direction
16.0,16.4,16.0,16.4,29462632,0.012532078188978835,0.001528466617608304,-0.016885934354321064,-0.3844967410835167,-0.045299971377184056,0.028048780487804896,40.697674418604635,0.9007034909849844,198444041.0,0.047254150702426445,-0.0036452004860269005,0.022534157429698772,2018-09-13,0.004878048780487809,1
16.66,16.84,16.56,16.68,28920836,0.019683822137434914,0.015189428078410616,-9.14361749747572e-05,-0.33708245061561826,0.0016914552725715848,0.027577937649880112,40.697674418604635,0.8810899342622631,227364877.0,0.017073170731707332,0.01090909090909098,0.02278743866802855,2018-09-14,0.004796163069544557,1
16.5,16.56,16.1,16.42,10710658,0.0025231262254967746,-0.0005194970628692452,-0.014205652201765284,-0.3168338475354666,0.01755204668217858,0.02757960675134853,39.99999999999999,0.3383525294951043,216654219.0,-0.015587529976019088,0.023690773067331916,0.023056859771795522,2018-09-17,0.004872107186357999,1
16.42,16.5,16.1,16.28,21242979,-0.004024464560253405,-0.007409571039394214,-0.02050146573906897,-0.3085270064038852,0.020687110251008056,0.028431028431028422,38.12154696132597,0.7343922893649393,195411240.0,-0.008526187576126665,0.00992555831265518,0.018797293818909402,2018-09-18,0.004914004914004844,1
16.4,16.6,16.3,16.56,18679934,0.00869888991124812,0.007891416863657685,-0.003308104811284407,-0.276166637922973,0.04243798298553619,0.028295376121463066,42.56410256410253,0.6790282759151071,214091174.0,0.017199017199017064,0.05747126436781591,0.018858482812584593,2018-09-19,-0.03623188405797084,0
16.54,16.72,16.3,16.48,13270198,0.002547383556702032,0.002471495113299804,-0.007355108583899983,-0.2540476411026198,0.05164558384471157,0.027999306518723975,45.60439560439559,0.5926142432239234,200820976.0,-0.004830917874396046,0.004878048780487809,0.018703565780009465,2018-09-20,-0.05946601941747576,0
16.6,16.76,16.46,16.76,22287398,0.012969319846225735,0.015901248304374338,0.008596695937602039,-0.211486630589782,0.0753652754860395,0.02676440504602794,53.5911602209945,1.0318496821818988,223108374.0,0.016990291262136026,0.004796163069544557,0.018555915637239687,2018-09-21,-0.10501193317422441,0
16.6,16.64,16.26,16.5,11639050,-0.0018316768816386553,0.00011572371735191211,-0.006382668785820167,-0.1964717462211496,0.07230412788373752,0.027445887445887423,46.70329670329672,0.5615362885622769,211469324.0,-0.015513126491646823,0.004872107186357999,0.01838079314148453,2018-09-24,-0.09818181818181815,0
16.4,16.5,16.28,16.36,11449568,-0.0068909838817102775,-0.006858706928044689,-0.013421499982162577,-0.19363704483579625,0.060111063415272725,0.027680754453370565,47.22222222222223,0.5728676177168291,200019756.0,-0.00848484848484854,0.004914004914004844,0.018312003640944152,2018-09-26,-0.1136919315403423,0
16.38,16.38,15.96,15.96,26452436,-0.020999789739884145,-0.025623992643087456,-0.03408956737084923,-0.22111826688618308,0.026103873091908703,0.028464017185821668,43.58974358974359,1.2880914933857017,173567320.0,-0.024449877750611138,-0.03623188405797084,0.018955325771777064,2018-09-27,-0.10526315789473695,0
16.02,16.16,15.2,15.5,57743921,-0.03335831940503864,-0.044375839702259556,-0.05636351494061054,-0.2768244292688351,-0.02368183143259467,0.031797235023041444,38.425925925925924,2.552701399045096,115823399.0,-0.028822055137844638,-0.05946601941747576,0.019762415851598464,2018-09-28,-0.12387096774193551,0
15.64,15.64,14.8,15.0,32841988,-0.04397288050097459,-0.06238221983144765,-0.07919108287072552,-0.3572002040214137,-0.08324608494813862,0.0334285714285714,38.073394495412856,1.4368191921174676,82981411.0,-0.032258064516129004,-0.10501193317422441,0.020442281201862554,2018-10-02,-0.09466666666666668,0
15.0,15.0,14.58,14.88,27564091,-0.035016596688059676,-0.05791297659216177,-0.07896493107387192,-0.4256746690951232,-0.12137644001747844,0.034754224270353275,35.90909090909089,1.1869049924465636,55417320.0,-0.007999999999999896,-0.09818181818181815,0.020245353983308432,2018-10-03,-0.07526881720430112,0
14.84,14.88,14.26,14.5,38659662,-0.04058033414528017,-0.06808241002208182,-0.09363939152341094,-0.5047851512002239,-0.1603895376980633,0.03536945812807879,36.57407407407407,1.5868590372850466,16757658.0,-0.02553763440860224,-0.1136919315403423,0.02019674353689546,2018-10-04,-0.12689655172413794,0
14.1,14.38,14.0,14.28,28210105,-0.03744625619872022,-0.068293368912824,-0.09816737733457503,-0.5785636183629066,-0.18733440388859673,0.03471388555422167,22.10526315789474,1.1303194403874592,-11452447.0,-0.015172413793103523,-0.10526315789473695,0.020264444924822538,2018-10-05,-0.0854341736694677,0
14.2,14.28,13.54,13.58,46429246,-0.05805799667940792,-0.09521729930728362,-0.13058603111476963,-0.685614398979105,-0.2355081476038361,0.03808121186618975,13.270142180094766,1.7883171235237292,-57881693.0,-0.04901960784313719,-0.12387096774193551,0.022312082328187117,2018-10-08,-0.08100147275405001,0
13.74,13.96,13.58,13.58,26985626,-0.039469164663258116,-0.07927753447476416,-0.11963716554405046,-0.7616728236900414,-0.24925325785181796,0.037029244687565736,14.141414141414117,1.0160117382344678,-57881693.0,0.0,-0.09466666666666668,0.022251178692875424,2018-10-09,-0.09425625920471281,0
13.7,14.08,13.64,13.76,29223855,-0.017985316710785515,-0.05555587761177738,-0.09870036811715932,-0.7982237510425971,-0.22864334816349885,0.03706395348837209,18.49999999999997,1.108974152987189,-28657838.0,0.013254786450662692,-0.07526881720430112,0.022359428656965788,2018-10-10,-0.10319767441860461,0
13.0,13.0,12.38,12.66,77346034,-0.06646395395546834,-0.10984549197412541,-0.15704370702394754,-0.9055132382727482,-0.26874626831492,0.04626495147822161,9.5435684647303,2.629445355230505,-106003872.0,-0.0799418604651162,-0.12689655172413794,0.027383565273015716,2018-10-11,-0.03001579778830965,0
12.72,13.16,12.52,13.06,44754547,-0.02495305388622615,-0.06787070780464588,-0.11947388106964685,-0.9473438822476776,-0.24846152983187952,0.04605119229927806,16.731517509727638,1.4822459777438224,-61249325.0,0.03159557661927326,-0.0854341736694677,0.028700850516646708,2018-10-12,-0.006125574272588086,0
13.08,13.18,12.42,12.48,21275863,-0.04656291643255095,-0.09121232563045578,-0.1456758031512334,-1.0155890433990038,-0.25336535278656447,0.05082417582417582,10.661764705882348,0.714329084305283,-82525188.0,-0.0444104134762634,-0.08100147275405001,0.026543404367459472,2018-10-15,-0.012820512820512886,0
12.5,12.72,12.12,12.3,32683406,-0.04103460117871027,-0.08700279980182646,-0.14513427315794258,-1.0718427845472025,-0.24769527514781053,0.052148664343786295,10.820895522388057,1.090445414794129,-115208594.0,-0.014423076923076872,-0.09425625920471281,0.02556779757911313,2018-10-16,-0.003252032520325243,0
12.5,12.56,12.06,12.34,21655863,-0.0256009044319383,-0.06982164285174863,-0.1305668429021586,-1.1005106126884172,-0.2210904826312201,0.05360037045612412,11.787072243345989,0.7095679250857194,-93552731.0,0.003252032520325132,-0.10319767441860461,0.02588224904249786,2018-10-18,0.027552674230145957,1
12.02,12.46,12.0,12.28,37127023,-0.020432406235465606,-0.06166070603192264,-0.12354267140165542,-1.1152160551045984,-0.18863674003792097,0.05409492787342953,12.601626016260141,1.185636904465198,-130679754.0,-0.004862236628849326,-0.03001579778830965,0.025934864996681482,2018-10-19,0.0,0
12.26,13.28,12.2,12.98,53107610,0.023328764442414496,-0.0066963852757808695,-0.06704379168301466,-1.0581879424095337,-0.10528690187428502,0.051837992515958636,25.581395348837205,1.6075982429077655,-77572144.0,0.05700325732899025,-0.006125574272588086,0.029684710287797268,2018-10-22,-0.0739599383667181,0
12.86,13.0,12.12,12.32,30396734,-0.019321474707187702,-0.04729463285271551,-0.1047209521469532,-1.0540982479343732,-0.08095776591929948,0.05484693877551023,24.812030075187977,0.8968783753561526,-107968878.0,-0.05084745762711862,-0.012820512820512886,0.030884865366012534,2018-10-23,-0.0535714285714286,0
12.42,12.5,12.14,12.26,17412682,-0.016195091431075892,-0.04289686675115445,-0.0997284496998797,-1.043667880491622,-0.05642191878123848,0.05476578886040552,25.09505703422053,0.5174958349264831,-125381560.0,-0.004870129870129913,-0.003252032520325243,0.030108101729055134,2018-10-24,-0.006525285481239762,0
12.0,12.72,11.66,12.68,42566074,0.011604178575335355,-0.00828595750180261,-0.0627380947077244,-0.9900980156234631,-0.0022816431304637508,0.055430374042361445,32.83018867924528,1.2094587419564817,-82815486.0,0.034257748776509,0.027552674230145957,0.032063395048954946,2018-10-25,-0.02681388012618291,0
12.8,12.84,12.12,12.28,25479251,-0.013630685728984071,-0.03261032828473398,-0.08425446568083172,-0.968752987414808,0.015250708062553242,0.058515588645881834,31.751824817518255,0.7098114653151693,-108294737.0,-0.03154574132492116,0.0,0.03232172913849207,2018-10-26,0.09771986970684043,1
